# k/h z=0 z=0.5 z=1 z=3
4.382499356631129217e+00 1.057173653977876171e+02 5.431598328785293717e+01 3.516341099194443132e+01 2.172165209051567913e+01
4.388784975178015024e+00 1.059620051061577186e+02 5.445822209840687123e+01 3.527675345932788531e+01 2.191697376609515757e+01
4.395068696309480494e+00 1.060260144028040230e+02 5.450698807004783220e+01 3.531968730955426850e+01 2.175156933834517758e+01
4.401347962382031298e+00 1.064659433891474833e+02 5.475138426592236840e+01 3.549760406264187651e+01 2.204205170548803494e+01
4.407628405096517099e+00 1.065420564345820225e+02 5.480494346407057549e+01 3.554831631051020935e+01 2.194395032172666049e+01
4.413915862185140426e+00 1.066930499618676862e+02 5.490109532694321359e+01 3.562687403760941862e+01 2.197771228524732479e+01
4.420203163534264235e+00 1.070002764119823553e+02 5.507469285098465406e+01 3.575857608608021110e+01 2.211651169243549475e+01
4.426480311003382795e+00 1.069378914391865436e+02 5.505933246281832538e+01 3.575948897763586132e+01 2.184380850689914411e+01
4.432765973643649104e+00 1.074703582632759549e+02 5.534925021793338118e+01 3.597280377986388089e+01 2.229758217755897576e+01
4.439053392023870614e+00 1.073198187047738941e+02 5.528958066269177607e+01 3.594265695642277336e+01 2.194544565514662793e+01
4.445336141335588742e+00 1.076919142023801612e+02 5.549754532552089614e+01 3.609856149578779139e+01 2.218893531602982705e+01
4.451617241414883352e+00 1.077285080380630689e+02 5.553468690065611213e+01 3.613695693546227972e+01 2.204423170983159253e+01
4.457901500730311106e+00 1.077863934875609147e+02 5.558257919578063166e+01 3.618397954779279502e+01 2.199109883327417236e+01
4.464189501093017043e+00 1.081120784305983591e+02 5.576618445201698648e+01 3.632259748474898231e+01 2.218842626047306865e+01
4.470470197548729985e+00 1.079126476551910230e+02 5.568051197311970668e+01 3.627884726653348935e+01 2.184180723163876436e+01
4.476748044268524573e+00 1.083471349981063554e+02 5.592209647618632573e+01 3.645687911533267567e+01 2.215115351054587833e+01
4.483035990164653484e+00 1.081369346064781922e+02 5.583266359165369863e+01 3.641112694805627825e+01 2.185030504503418669e+01
4.489323331650528104e+00 1.083391473860656902e+02 5.595562880248532878e+01 3.650892762140983194e+01 2.193178175742984237e+01
4.495599111667934800e+00 1.083183539241595525e+02 5.596134411202203296e+01 3.652863901056574036e+01 2.178747905034176569e+01
4.501870922878794090e+00 1.082254072235062239e+02 5.593382266061338726e+01 3.652309503851579819e+01 2.157460318927633125e+01
4.508155162877705457e+00 1.083935616496861343e+02 5.603808817118476071e+01 3.661438690125977757e+01 2.177912553324059175e+01
4.514446451153479423e+00 1.081578431275430603e+02 5.593620904065136301e+01 3.655925146829920180e+01 2.140283267975896564e+01
4.520723894043856994e+00 1.082808732898410824e+02 5.601674723167941039e+01 3.663061543721705249e+01 2.144538461832722476e+01
4.527003782460155890e+00 1.079321556304307990e+02 5.585865520387842764e+01 3.654419897178140531e+01 2.116323193772389999e+01
4.533293086610313161e+00 1.078544875342194587e+02 5.583838220540427955e+01 3.654663826675542282e+01 2.103269801537204486e+01
4.539578989864040182e+00 1.076998573918505002e+02 5.577969151541292803e+01 3.652649621950219228e+01 2.088622698130847866e+01
4.545857164866476730e+00 1.074332713242061459e+02 5.566136515810205054e+01 3.646438647754042250e+01 2.060253141890636641e+01
4.552138955546025656e+00 1.071519775158490120e+02 5.553884386213309909e+01 3.640327522701347362e+01 2.046726267834697310e+01
4.558432046889146605e+00 1.069764224459080992e+02 5.546737033514357762e+01 3.637681055728187829e+01 2.034211874906414153e+01
4.564713463378488711e+00 1.069190664735515242e+02 5.546152400819759976e+01 3.639144654389587430e+01 2.030921687018332022e+01
4.570987274133244682e+00 1.067738193009740968e+02 5.540568009195069976e+01 3.637629153261111981e+01 2.029644192541013226e+01
4.577274818151045643e+00 1.067182685132983124e+02 5.540033188840200751e+01 3.639514066542650994e+01 2.037828405841666068e+01
4.583563263889338657e+00 1.066673799810094749e+02 5.539840099569811116e+01 3.641558511006466148e+01 2.042139147656332554e+01
4.589844917004465508e+00 1.067318552872355895e+02 5.545241282809282524e+01 3.647127947491405564e+01 2.048723514049838457e+01
4.596126259982004747e+00 1.066041222948360314e+02 5.540699636635016390e+01 3.646720746830344950e+01 2.059309340786500897e+01
4.602409075598298926e+00 1.066036225147322511e+02 5.542866832209213612e+01 3.650532513013024527e+01 2.071340114279183453e+01
4.608696634867644804e+00 1.067730635725189359e+02 5.553791600917399052e+01 3.659799206140347394e+01 2.084952956954385783e+01
4.614977646498861219e+00 1.066776879724697551e+02 5.551213428375612580e+01 3.660672812055902625e+01 2.096561029169758683e+01
4.621258953029527383e+00 1.067437607974393643e+02 5.556781959429066831e+01 3.666701114049128307e+01 2.114967253117215762e+01
4.627547993978874175e+00 1.067538646568667673e+02 5.559489939683305693e+01 3.670992425280397953e+01 2.130284741084270550e+01
4.633830152730579854e+00 1.068035665968883734e+02 5.564146492433113167e+01 3.676693665802658728e+01 2.145399576263661956e+01
4.640104005367354567e+00 1.070033851108034781e+02 5.576628693270197346e+01 3.686922732270637937e+01 2.164505066543019396e+01
4.646382060386754276e+00 1.069083320204341021e+02 5.574349706908456881e+01 3.688177327905727765e+01 2.185095019553024542e+01
4.652674213731970987e+00 1.069978583663980061e+02 5.581169317708049249e+01 3.695258481978384424e+01 2.203296134558931385e+01
4.658958291796220230e+00 1.072325966373812776e+02 5.595703586810255104e+01 3.706852092741230820e+01 2.223170782605090778e+01
4.665233615070169648e+00 1.072158963181420006e+02 5.597025352829658829e+01 3.710606874304706082e+01 2.245356916825486593e+01
4.671520675710307380e+00 1.073095813412287072e+02 5.604097480999653413e+01 3.717964196026227341e+01 2.267332557844143892e+01
4.677814351732177300e+00 1.074562732253162523e+02 5.613963079088281205e+01 3.726912966693388540e+01 2.288763272819581118e+01
4.684093699744638073e+00 1.075768239470817207e+02 5.622487230663723778e+01 3.735089102127302851e+01 2.311501876228621910e+01
4.690368661472568590e+00 1.077036323976180796e+02 5.631342445174212230e+01 3.743565573389915357e+01 2.335570118923322980e+01
4.696663270746453733e+00 1.078031455996826793e+02 5.639007228792944915e+01 3.751084678966883956e+01 2.359824223188875081e+01
4.702945459248681459e+00 1.079466161452399149e+02 5.648692113221792255e+01 3.760176506545461450e+01 2.383934071010135014e+01
4.709209170841929470e+00 1.081557895869630954e+02 5.661738194294343884e+01 3.771447912101298527e+01 2.407706486494856435e+01
4.715491634753063543e+00 1.082432787393463514e+02 5.669006267943008481e+01 3.778619500234732698e+01 2.434724801697581142e+01
4.721784316284933780e+00 1.083879059242296989e+02 5.678723687697924305e+01 3.787910543706228594e+01 2.460688044036709243e+01
4.728063062331094635e+00 1.086071516235090826e+02 5.692554393330811990e+01 3.799405074931188153e+01 2.486106474253827514e+01
4.734337423381671073e+00 1.088545295306995939e+02 5.707647720798853186e+01 3.812109296297348493e+01 2.511394241464906329e+01
4.740627024094544062e+00 1.088635834613052822e+02 5.710670559293475179e+01 3.816990261015543240e+01 2.541753923634524170e+01
4.746914995664547554e+00 1.091212461459720515e+02 5.726327372846396457e+01 3.830045044292226919e+01 2.568786662868367543e+01
4.753194740071086777e+00 1.093955389618524094e+02 5.743259212796585444e+01 3.843495795964401651e+01 2.594174932605074702e+01
4.759478891864783456e+00 1.095312309992255280e+02 5.752631038278929765e+01 3.852474945378087767e+01 2.624167153355350379e+01
4.765762396877359031e+00 1.097023429921995046e+02 5.763957856858792894e+01 3.862661810177468169e+01 2.654443587760379586e+01
4.772049481246195768e+00 1.099976744430392728e+02 5.781735081529932074e+01 3.877064382083754168e+01 2.680760227842261045e+01
4.778335091022592351e+00 1.102471235074381326e+02 5.796996693808335976e+01 3.889830791958407730e+01 2.710602530488471018e+01
4.784610831402393849e+00 1.103793270231092691e+02 5.806365467122509472e+01 3.898826160937314711e+01 2.742107436317059665e+01
4.790907306208476157e+00 1.106602067085270988e+02 5.823487464528584923e+01 3.912923326675307578e+01 2.771344567526321256e+01
4.797204047706418173e+00 1.109660019901178316e+02 5.841826725479680960e+01 3.927625444646614028e+01 2.800562926199224378e+01
4.803470827697504220e+00 1.111977504791524325e+02 5.856447029757043055e+01 3.940061736384977564e+01 2.832036822273019538e+01
4.809748850577324042e+00 1.113901007698367209e+02 5.868871131813270381e+01 3.951169472367747915e+01 2.864129658068405959e+01
4.816045316586602176e+00 1.116956742056955534e+02 5.887575419054103065e+01 3.966013321643677614e+01 2.894803866419973915e+01
4.822329240673497885e+00 1.119980860936694569e+02 5.905785161236995151e+01 3.980872705424368263e+01 2.926121508274415461e+01
4.828596758226470165e+00 1.122872020282422483e+02 5.923110202411786673e+01 3.995247482147040330e+01 2.958126329750485439e+01
4.834890332961369275e+00 1.125361716174789706e+02 5.938994330823144452e+01 4.008199909894003099e+01 2.990807799226561770e+01
4.841191655056394261e+00 1.128050394334364199e+02 5.955468875521733452e+01 4.022201700193321727e+01 3.024116780873763588e+01
4.847460407468000554e+00 1.131779332607824529e+02 5.977467840263734900e+01 4.039311779786635270e+01 3.056356927053426276e+01
4.853732128521334843e+00 1.135349709756070808e+02 5.998862172382186486e+01 4.055936901877775824e+01 3.088106330962018120e+01
4.860029138783373170e+00 1.137007404863723536e+02 6.010216340068336649e+01 4.066962459682044795e+01 3.124439833787897669e+01
4.866314601732018019e+00 1.140886508153495669e+02 6.033000122486355110e+01 4.084572248125246574e+01 3.156980403358504716e+01
4.872587026269203925e+00 1.145768693911903569e+02 6.060839756885675911e+01 4.105574264517878902e+01 3.189101642951425930e+01
4.878874221748241702e+00 1.147813907992372009e+02 6.074174095509175686e+01 4.117663010265377466e+01 3.225121601887182266e+01
4.885171078138658807e+00 1.150975256599810876e+02 6.093436251328722619e+01 4.133023499043231652e+01 3.260667401575864233e+01
4.891450629931857641e+00 1.155790565237132483e+02 6.121210678493719826e+01 4.154394877034365408e+01 3.293741137745920611e+01
4.897716482750221978e+00 1.160174335064517237e+02 6.146724150777250628e+01 4.173932192602550373e+01 3.328093584804356198e+01
4.904002834596266069e+00 1.161883905326665740e+02 6.158397140587095464e+01 4.184693092862952568e+01 3.366169665171902636e+01
4.910295858205786068e+00 1.166772934379920628e+02 6.186466036775939159e+01 4.206143768573150510e+01 3.400423112663833791e+01
4.916575188115905881e+00 1.171929354549121314e+02 6.216380625424763906e+01 4.228474010676567474e+01 3.434958552715603020e+01
4.922847946197084212e+00 1.174811935553921529e+02 6.234107455599444592e+01 4.243472103033477083e+01 3.472930539334879541e+01
4.929131667457151700e+00 1.178530825029424989e+02 6.256328681961688432e+01 4.261011140246378659e+01 3.509483774688970215e+01
4.935434460144239033e+00 1.184529907415474099e+02 6.290150023011529612e+01 4.286068842430313452e+01 3.544210327544508488e+01
4.941718513303545279e+00 1.188774252784939165e+02 6.315029297599431146e+01 4.305727059537046841e+01 3.582032188392624761e+01
4.947978624761803168e+00 1.191681230599706396e+02 6.333584221856320795e+01 4.321282550856680871e+01 3.620783241096163607e+01
4.954274999209829389e+00 1.197455524657437564e+02 6.366331892717413865e+01 4.345816984720570275e+01 3.656779957987575358e+01
4.960571094729937514e+00 1.202738245527847027e+02 6.396445792003005693e+01 4.368779049621382882e+01 3.694035689366013031e+01
4.966823207626954506e+00 1.206566003349020093e+02 6.420194767815060288e+01 4.387421123860962524e+01 3.733157332890056779e+01
4.973097418390337587e+00 1.211595279882057099e+02 6.448612089246252310e+01 4.409372631819103105e+01 3.770920860343237280e+01
4.979415129936382023e+00 1.216827892750946205e+02 6.479228330837118222e+01 4.432467381766042536e+01 3.809655617111272363e+01
4.985702082330368157e+00 1.222087211373885793e+02 6.509962407136846707e+01 4.455946827394957666e+01 3.848785100247883406e+01
4.991949985828016523e+00 1.227638147585973485e+02 6.541940529805685856e+01 4.480102771486273383e+01 3.887653154563451352e+01
4.998241586316924057e+00 1.232260812850898759e+02 6.568744696707243236e+01 4.501061291135572162e+01 3.926847233268613735e+01
5.004556635606089543e+00 1.238377982121651684e+02 6.603371694255855573e+01 4.527083024669254741e+01 3.966615820030900608e+01
5.010828655701208945e+00 1.244056156520480556e+02 6.636500527583675080e+01 4.552029525463439796e+01 4.007125614774256661e+01
5.017077229702536556e+00 1.250175271464804609e+02 6.671513570764915357e+01 4.578473327085005451e+01 4.046757448597808349e+01
5.023374414758113637e+00 1.255242878287615582e+02 6.701028994964511298e+01 4.601340246570042325e+01 4.087269023933796319e+01
5.029688873569548413e+00 1.261422502381939381e+02 6.736338681012149721e+01 4.627806074936790282e+01 4.128894188565858769e+01
5.035958413584124216e+00 1.268924014033972014e+02 6.779045172462892310e+01 4.658877066325205618e+01 4.169482724772705495e+01
5.042232667658486989e+00 1.273636892688309530e+02 6.806474510522508581e+01 4.680839354950148135e+01 4.211400206092043419e+01
5.048528755870775875e+00 1.279884648691049733e+02 6.841874882725059592e+01 4.707722640246888091e+01 4.253147227735395575e+01
5.054821121427484520e+00 1.287826389451064983e+02 6.886907088421054368e+01 4.740446077997683716e+01 4.295036557772539254e+01
5.061069509814582368e+00 1.294032127966225687e+02 6.922023280889503383e+01 4.767720222606113367e+01 4.338386704370848435e+01
5.067347812754101177e+00 1.300347089873368418e+02 6.959315358212060687e+01 4.795419573672415225e+01 4.379990459255903801e+01
5.073675050630431116e+00 1.307190875192162309e+02 6.997621441728530556e+01 4.824180905461885516e+01 4.423293337869400688e+01
5.079945928388977627e+00 1.315035266598742965e+02 7.042440545181004552e+01 4.857295303210743498e+01 4.467341380109644433e+01
5.086192992546071601e+00 1.323203851829102575e+02 7.088088583911152796e+01 4.890841679814967335e+01 4.511056926087773888e+01
5.092484128970163226e+00 1.327993120198153463e+02 7.117068131442702850e+01 4.913236674408536686e+01 4.554816636230640370e+01
5.098802924706086870e+00 1.337304434920623066e+02 7.169214766235351988e+01 4.951438375015111149e+01 4.599733665351087097e+01
5.105078217426394005e+00 1.345147446402134790e+02 7.212953341230098658e+01 4.984197498343662147e+01 4.645742740162731366e+01
5.111325076574067872e+00 1.352896155143903627e+02 7.256926546774302267e+01 5.016208261696041149e+01 4.690188539162323167e+01
5.117628358851224135e+00 1.360295764988953806e+02 7.299343553709226740e+01 5.048513588082102643e+01 4.735679242597944238e+01
5.123935939383525984e+00 1.368751403271797642e+02 7.347681678439711561e+01 5.083570772261377613e+01 4.782209777113025240e+01
5.130199176325612065e+00 1.378960613786994145e+02 7.404447706133487372e+01 5.124661744198524360e+01 4.830245031026325364e+01
5.136469985878846956e+00 1.385493019576742881e+02 7.441820945817873678e+01 5.153709282745906961e+01 4.876213957021303003e+01
5.142797788696348071e+00 1.394421928065020211e+02 7.492091049706692729e+01 5.190500970754911236e+01 4.923919203105331377e+01
5.149090378043822192e+00 1.403885744405287994e+02 7.545925310847182743e+01 5.229432724370973773e+01 4.972265556135234732e+01
5.155289879840074363e+00 1.414035311010725309e+02 7.601674677833581484e+01 5.270716682803794129e+01 5.021508189123212418e+01
5.161564521234301317e+00 1.420942853011916043e+02 7.642210034693411558e+01 5.302170410157330593e+01 5.068678006455055396e+01
5.167916673496016244e+00 1.431428806777458362e+02 7.700870600873200544e+01 5.344024777527162939e+01 5.119149787595311096e+01
5.174205974602950064e+00 1.442606765616936002e+02 7.763171637018236027e+01 5.389180005215546743e+01 5.170642367970880571e+01
5.180434820793812456e+00 1.451945622281926376e+02 7.815713002686950972e+01 5.427839812348467774e+01 5.220646822676228993e+01
5.186729096569634656e+00 1.460544497862027242e+02 7.864825248240988742e+01 5.464330652502681573e+01 5.270147184560035925e+01
5.193058481037780894e+00 1.471691144979608055e+02 7.926855787204419812e+01 5.509498749567968900e+01 5.323638233911700723e+01
5.199319511444338460e+00 1.483351294446024724e+02 7.991900499003381242e+01 5.556915735496894371e+01 5.377102032686947553e+01
5.205574295584361799e+00 1.493454277092459677e+02 8.048310775397396810e+01 5.598192183040031011e+01 5.428635104486271956e+01
5.211894977074066126e+00 1.503274826531582846e+02 8.104281899950861145e+01 5.639486159544092203e+01 5.481272483618701585e+01
5.218201708336958511e+00 1.515878462833834703e+02 8.174899358159241558e+01 5.689922687383970867e+01 5.537234474623850389e+01
5.224411911780083351e+00 1.527812028451593562e+02 8.239583544087615508e+01 5.737270888304308869e+01 5.593050478628566680e+01
5.230677632666463239e+00 1.538033958210992296e+02 8.298213973531530030e+01 5.780431895776015239e+01 5.646239561168351173e+01
5.237056729559757429e+00 1.549842194764649719e+02 8.365377723122239217e+01 5.828289376993651416e+01 5.702716464302182686e+01
5.243336785035660697e+00 1.563344980900918415e+02 8.439053668129105290e+01 5.882515176576835358e+01 5.762051868923789044e+01
5.249493476178225038e+00 1.576865416084604306e+02 8.514395942473721846e+01 5.935969396638449780e+01 5.820936637496888011e+01
5.255787017738318134e+00 1.586021548600558901e+02 8.566404090825430728e+01 5.976063382741084240e+01 5.874051106692074598e+01
5.262205327426889845e+00 1.600895488239183351e+02 8.648204073355942967e+01 6.034494885349722182e+01 5.936834057758737515e+01
5.268477758348532269e+00 1.614580078294061138e+02 8.724533943345494436e+01 6.088426237536176444e+01 5.997972348256796238e+01
5.274632213654732560e+00 1.628585809795020225e+02 8.801855479329282161e+01 6.144400212396682548e+01 6.059019583029031253e+01
5.280950543314659740e+00 1.640227177607666817e+02 8.867840946780972899e+01 6.192869285433171456e+01 6.117875021640904265e+01
5.287327645024750389e+00 1.655440540574597890e+02 8.950564524845692915e+01 6.253085442289243900e+01 6.182805945786978441e+01
5.293582359180156516e+00 1.671250606764513407e+02 9.039303389424955526e+01 6.316736820290208243e+01 6.249373866077836936e+01
5.299789992649893478e+00 1.684187208160991815e+02 9.110884961858396025e+01 6.368454520898624338e+01 6.310117797186186550e+01
5.306111460381987222e+00 1.698576893038668629e+02 9.191794931827499227e+01 6.426739227577265012e+01 6.374841607165355128e+01
5.312452717892129250e+00 1.715672879821274819e+02 9.284513394869767922e+01 6.493617661272801911e+01 6.445451053336920211e+01
5.318650122853046724e+00 1.731971040001186282e+02 9.374990078662391113e+01 6.558117934151339057e+01 6.514657593284852055e+01
5.324923043129819789e+00 1.745294141958841294e+02 9.448541359672456963e+01 6.612201280508158163e+01 6.576896913072162931e+01
5.331330237158205421e+00 1.762301620679700136e+02 9.543779796801780435e+01 6.680386589551407894e+01 6.648022142065785545e+01
5.337586726886338617e+00 1.780169129861475028e+02 9.641472860252484622e+01 6.750472143343779408e+01 6.723083688660238977e+01
5.343685192440848830e+00 1.797515170824993618e+02 9.739548942099791873e+01 6.818790460660274277e+01 6.796414687843149238e+01
5.350070659715249199e+00 1.811854457214692218e+02 9.818760821479450840e+01 6.877425120333047914e+01 6.862615155213370599e+01
5.356556762554878226e+00 1.830878867896282998e+02 9.923281425020920210e+01 6.952261222002853458e+01 6.941300206298333819e+01
5.362691868684501095e+00 1.850137463891082632e+02 1.003205403614835092e+02 7.027495694743439003e+01 7.018973142914875041e+01
5.368769208912516966e+00 1.868439106801747300e+02 1.013076589243420216e+02 7.099269807406021471e+01 7.094642937854705167e+01
5.375270137997677722e+00 1.885449444172036522e+02 1.022200314821740790e+02 7.167804038073116146e+01 7.169096096563575315e+01
5.381769983045385786e+00 1.905682947608338225e+02 1.033656849441944274e+02 7.246619903846028876e+01 7.252052666765280264e+01
5.387701030372958222e+00 1.926986896806884317e+02 1.044789184078330777e+02 7.329422102104545900e+01 7.335370200886424641e+01
5.393786668001271600e+00 1.944672459508584552e+02 1.055121201876887227e+02 7.401244977956153548e+01 7.412790059804869713e+01
5.400446161099396569e+00 1.964969013117391512e+02 1.066185504221053435e+02 7.480166417305578364e+01 7.495962691901445396e+01
5.406957063684501463e+00 1.987096890993335592e+02 1.078466687507559811e+02 7.567979724475469538e+01 7.586666030293793028e+01
5.412655672453426270e+00 2.009221180925992201e+02 1.090891971687272246e+02 7.655195240984120630e+01 7.676848022940292537e+01
5.418821279260546575e+00 2.027774192744951733e+02 1.100873247502963039e+02 7.728589211956591498e+01 7.751918074862746266e+01
5.425690594366304076e+00 2.051668686839281293e+02 1.113909990324249151e+02 7.820473425925310096e+01 7.849164127523467016e+01
5.432217487502165376e+00 2.075546423311530475e+02 1.127096416468205433e+02 7.912847198299306228e+01 7.946743790533894014e+01
5.437649811577258241e+00 2.099551719145846675e+02 1.140177597611797182e+02 8.004625174940585453e+01 8.038257827912036646e+01
5.443914404015878006e+00 2.119875555292073557e+02 1.151064856235242075e+02 8.085345861187913385e+01 8.121698219379699424e+01
5.450953501686320202e+00 2.146045097974404143e+02 1.165802409406931019e+02 8.187204415122428713e+01 8.226437204508343370e+01
5.457483690405861232e+00 2.172192785665268957e+02 1.179614968525872882e+02 8.290193492940760223e+01 8.330238453316741243e+01
5.462715250135157241e+00 2.196582982547080860e+02 1.192817813474966329e+02 8.379955152098226279e+01 8.425907287277077273e+01
5.469033575551323523e+00 2.219640082906354337e+02 1.205666698648388433e+02 8.471917685188452651e+01 8.519108835214623809e+01
5.476177730420278778e+00 2.249700705496583737e+02 1.221896919428390191e+02 8.586831220975616930e+01 8.637705297110925073e+01
5.482708935702562236e+00 2.276094094423680474e+02 1.236879414559667651e+02 8.694951988376946872e+01 8.748036346006927033e+01
5.487722405008360838e+00 2.300013097801125923e+02 1.250378834985151713e+02 8.788957736985183544e+01 8.841382123713059116e+01
5.494194284996126498e+00 2.328020765487949575e+02 1.265537101669881963e+02 8.896099912465639648e+01 8.952635313501323822e+01
5.501391471009256406e+00 2.360673152340321508e+02 1.282712004012589659e+02 9.022059319053978754e+01 9.077017100106792213e+01
5.507128202673079009e+00 2.388715094921153081e+02 1.297431611055131384e+02 9.121147833979817676e+01 9.185578114260891880e+01
5.512278020050448646e+00 2.412480649322683064e+02 1.311330923257951895e+02 9.223840314184785427e+01 9.274237808468319599e+01
5.519395563377015534e+00 2.447197793571166642e+02 1.330344388533521851e+02 9.348727294631252960e+01 9.418970866154816690e+01
5.526598678609708770e+00 2.482081709588173055e+02 1.349554358416499440e+02 9.496007941197700575e+01 9.555577826366636884e+01
5.532162682462509196e+00 2.510515213943803019e+02 1.364491027164908985e+02 9.593132176044269954e+01 9.666377103345632804e+01
5.537397124017139127e+00 2.537268829877147880e+02 1.379576747807043091e+02 9.705126069464068905e+01 9.778823596056535905e+01
5.544582756485218589e+00 2.576527447860061102e+02 1.400502844999301431e+02 9.841478939396523629e+01 9.918755830072301194e+01
5.551739327507637434e+00 2.612388228226056412e+02 1.421334741089755767e+02 1.000508868841614003e+02 1.006309993334716353e+02
5.557493306674907707e+00 2.649124150495571257e+02 1.434848133954132265e+02 1.012450080334367897e+02 1.017689407094302254e+02
5.562281709102816940e+00 2.676991526588482202e+02 1.456370572251925637e+02 1.024749634337521798e+02 1.026997879017526287e+02
5.569272720323164449e+00 2.717555186434444181e+02 1.465728229295204130e+02 1.038629384870823884e+02 1.036785387530193390e+02
